kyc_verified,account_age_days,transaction_amount,hour,day,weekday,channel_atm,channel_mobile,channel_pos,channel_web,avg_txn_per_customer,txns_count_per_customer,amt_deviation,high_amount_flag,is_night,is_weekend,is_fraud
1,0.0859819337571094,0.01668154191583627,9,9,5,0,1,0,0,8007.625,8,-2183.625,0,0,0,1
1,0.06289729006356641,0.9013663092095504,1,14,3,0,1,0,0,154762.465,6,104032.535,1,1,0,1
1,0.48243559718969553,0.01464618397138832,21,5,1,0,1,0,0,27712.18181818182,11,-22470.18181818182,0,0,0,0
0,0.31080628972900637,0.054094358564812456,13,8,4,1,0,0,0,81862.84875,8,-65340.848750000005,0,0,0,0
1,0.9809300769488123,0.6806418819521068,10,13,2,0,1,0,0,54644.0,4,141036.0,0,0,0,1
1,0.4620274339243894,0.02093411109186497,4,24,6,0,1,0,0,6499.9,10,540.1000000000004,0,1,0,0
1,0.49481431917029106,0.023626938612869984,18,4,0,0,1,0,0,14942.666666666666,9,-7132.666666666666,0,0,0,0
1,0.8263633322181332,0.028725825009785974,23,5,1,0,0,0,1,51131.555555555555,9,-41863.555555555555,0,1,0,0
1,0.18936099029775844,0.6507445021117537,9,16,5,0,0,0,1,36808.454545454544,11,150322.54545454547,0,0,0,1
1,0.5105386416861827,0.018986182612384717,23,8,4,0,0,0,1,45590.0,12,-39107.0,0,1,0,0
0,0.6309802609568418,0.020010855941806106,10,3,6,0,1,0,0,14942.666666666666,9,-8166.666666666666,0,0,0,0
1,0.7139511542321847,0.030803149097418416,19,23,5,0,0,0,1,9380.333333333334,6,481.66666666666606,0,0,0,0
0,0.9839411174305788,0.010463558367333776,12,17,6,0,0,0,1,36376.4,5,-32330.4,0,0,0,0
1,0.3486115757778521,0.7544113673132494,22,7,3,0,1,0,0,49566.0,9,167208.0,0,1,0,0
1,0.9334225493476078,0.8362103747370252,10,10,6,0,0,0,1,54254.2,5,185909.8,1,0,0,0
1,0.3174974907995985,0.011012615407330905,7,25,0,0,1,0,0,6054.0,5,-1851.0,0,0,0,0
1,0.4620274339243894,0.01797200081875945,19,8,4,0,1,0,0,16975.166666666668,6,-10782.166666666668,0,0,0,0
1,0.7959183673469388,0.034831898843129816,6,9,5,0,1,0,0,46833.098750000005,8,-35819.098750000005,0,0,0,0
1,0.0548678487788558,0.010124332043259118,21,25,0,0,1,0,0,18316.444444444445,9,-14367.444444444445,0,0,0,0
1,0.5356306457009032,0.019898946226647455,6,13,2,0,1,0,0,31458.222222222223,9,-24714.222222222223,0,0,0,0
1,0.9063231850117096,0.0534438833454528,8,13,2,0,1,0,0,27441.8,10,-11105.8,0,0,0,0
0,0.5573770491803278,0.048442917949300626,13,20,2,0,1,0,0,9771.4,5,5134.6,0,0,0,0
0,0.3944463031114085,0.436951482836949,1,13,2,1,0,0,0,59788.848750000005,8,66209.15125,0,1,0,0
1,0.759785881565741,0.0758223291985841,17,13,2,0,0,0,1,44392.142857142855,7,-21657.142857142855,0,0,0,0
1,0.7962529274004684,0.011844943913823364,12,6,2,0,1,0,0,6961.5,8,-2520.5,0,0,0,0
1,0.21779859484777517,0.011149005372680508,18,14,3,0,0,1,0,10244.0,5,-6002.0,0,0,0,0
1,0.681164268986283,0.01587369365953476,18,20,2,0,1,0,0,30204.0,8,-24611.0,0,0,0,0
1,0.2780194044831047,0.026477139170816854,17,17,6,0,0,1,0,80363.18181818182,11,-71738.18181818182,0,0,0,0
1,0.20675811308129807,0.02114044462918873,14,8,4,0,0,0,1,61615.57142857143,7,-54516.57142857143,0,0,0,0
1,0.4426229508196721,0.012516402204775262,9,5,1,0,0,0,1,43495.421111111114,9,-38862.421111111114,0,0,0,0
1,0.12612914018066243,0.023021926715293534,0,21,3,0,0,0,1,7637.0,1,0.0,0,1,0,0
1,0.5396453663432585,0.01277519342107964,12,20,2,1,0,0,0,9109.777777777777,9,-4402.777777777777,0,0,0,0
1,0.8169956507193041,0.009319980965556321,22,24,6,0,0,1,0,27210.777777777777,9,-23491.777777777777,0,1,0,0
1,0.8380729340916694,0.03834656333483117,19,7,3,1,0,0,0,53172.2,15,-41153.2,0,0,0,0
1,0.0705921712947474,0.023994142365734304,13,25,0,1,0,0,0,49692.63636363636,11,-41777.63636363636,0,0,0,0
0,0.775175644028103,0.5591219200042078,3,20,2,0,0,0,1,37866.5,14,123065.5,0,1,0,0
1,0.4894613583138173,0.018332210214426357,13,25,0,0,1,0,0,27421.615384615383,13,-21125.615384615383,0,0,0,0
1,0.558046169287387,0.04399100959314558,13,14,3,1,0,0,0,10673.285714285714,7,2959.7142857142862,0,0,0,0
1,0.6831716293074607,0.022476366853895115,11,6,2,1,0,0,0,6421.571428571428,7,1059.4285714285716,0,0,0,0
0,0.9253931080628973,0.030845115240602912,18,22,4,0,0,0,1,43306.28571428572,7,-33432.28571428572,0,0,0,0
1,0.5533623285379725,0.06849224285569253,18,14,3,0,0,1,0,31378.0,7,-10739.0,0,0,0,0
1,0.37403813984610235,0.026770902173108308,19,17,6,0,0,0,1,10448.857142857143,7,-1739.8571428571431,0,0,0,0
1,0.5326196052191369,0.018800832146653203,23,18,0,0,1,0,0,36701.42857142857,7,-30271.428571428572,0,1,0,0
0,0.7075945132151221,0.3393697083972049,17,11,0,0,0,0,1,61673.09090909091,11,36421.90909090909,0,0,0,0
1,0.07193041150886584,0.022598768104849887,19,2,5,0,0,0,1,54922.875,8,-47406.875,0,0,0,0
0,0.904315824690532,0.007795211096519715,11,4,0,0,0,0,1,36701.42857142857,7,-33418.42857142857,0,0,0,0
1,0.9949815991970559,0.046939131151856266,10,5,1,0,0,1,0,14942.666666666666,9,-466.66666666666606,0,0,0,0
1,0.5981933757109401,0.038304597191646673,6,23,5,1,0,0,0,27560.2,10,-15553.2,0,0,0,0
1,0.6099029775844764,0.049799823245599256,8,20,2,0,0,0,1,74605.8,10,-59311.8,0,0,0,0
1,0.727333556373369,0.6152831111208565,15,18,0,0,0,0,1,93592.75,8,83398.25,0,0,0,1
0,0.5048511207761793,0.9633188280856594,19,11,0,1,0,0,0,51131.555555555555,9,225378.44444444444,1,0,0,0
1,0.48645031783205084,0.017615288601691252,3,16,5,0,1,0,0,49033.83,13,-42942.83,0,1,0,0
1,0.1411843425894948,0.026204359240117645,16,17,6,0,1,0,0,12012.0,4,-3465.0,0,0,0,0
1,0.15991970558715288,0.06644989055404717,14,2,5,0,1,0,0,13939.6,5,6115.4,0,0,0,0
0,0.4058213449314152,0.027631208108390433,1,25,0,0,0,1,0,29086.428571428572,7,-20131.428571428572,0,1,0,0
1,0.3636667781866845,0.6531330750946712,23,20,2,0,0,0,1,68404.375,8,119409.625,0,1,0,0
1,0.6390097022415523,0.5923276307989385,15,4,0,0,0,0,1,54922.875,8,115504.125,0,0,0,0
1,0.42556038808966207,0.01891973621900927,4,17,6,0,1,0,0,18836.272727272728,11,-12372.272727272728,0,1,0,0
1,0.8159919705587153,0.011837949556625947,5,20,2,0,0,0,1,38238.1,10,-33799.1,0,1,0,1
0,0.8143191702910673,0.02329820382459145,1,13,2,0,0,0,1,50304.0,6,-42588.0,0,1,0,0
1,0.41351622616259615,0.006585187301366812,7,1,4,0,0,0,1,41580.666666666664,6,-38643.666666666664,0,0,0,0
1,0.4964871194379391,0.04125271875035736,1,12,1,0,0,0,1,13939.6,5,-1089.6000000000004,0,1,0,0
1,0.4409501505520241,0.032614687611549065,13,5,1,0,0,1,0,45930.0,9,-35550.0,0,0,0,0
1,0.22549347607895617,0.02555038684215928,7,7,3,0,0,0,1,29246.88888888889,9,-20886.88888888889,0,0,0,1
1,0.43158246905319503,0.06010600857599118,15,25,0,0,0,1,0,80186.44750000001,4,-61945.44750000001,0,0,0,0
1,0.5038474406155905,0.01730054252780755,17,7,3,0,1,0,0,8767.0,6,-2766.0,0,0,0,0
1,0.22783539645366344,0.007903623633079657,13,6,2,0,0,1,0,44187.833333333336,6,-40873.833333333336,0,0,0,0
0,0.8738708598193375,0.7037232607035784,20,2,5,0,1,0,0,96639.0,4,105641.0,0,0,0,0
1,0.40414854466376715,0.013072453601969805,1,9,5,0,0,0,1,29107.6,10,-24315.6,0,1,0,0
1,0.35764469722315156,0.014814048544126296,3,9,5,0,1,0,0,8656.875,8,-3366.875,0,1,0,0
1,0.22114419538307126,1.0,20,9,5,0,1,0,0,76536.28666666668,9,210462.50333333336,1,0,0,0
1,0.8303780528604884,0.021133450271991313,10,5,1,0,1,0,0,7998.285714285715,7,-901.2857142857147,0,0,0,0
1,0.2308464369354299,0.2882269685697018,7,6,2,0,0,0,1,36626.75,8,46844.25,0,0,0,0
1,0.15623954499832718,0.02380879190000279,20,13,2,0,0,0,1,16975.166666666668,6,-9113.166666666668,0,0,0,0
0,0.6627634660421545,0.007246154056522589,19,18,0,0,0,1,0,34278.625,8,-31152.625,0,0,0,0
1,0.6935429909668785,0.020220686657728575,5,19,1,0,1,0,0,32003.0,13,-25167.0,0,1,0,0
1,0.5035128805620609,0.020542427088809694,4,1,4,0,0,0,1,18519.14285714286,7,-11591.142857142859,0,1,0,0
1,0.09233857477417196,0.2941302060443206,11,14,3,0,1,0,0,34863.4,10,50295.6,0,0,0,0
1,0.2893944463031114,0.03575165681458997,8,8,4,1,0,0,0,35909.57142857143,7,-24632.571428571428,0,0,0,0
1,0.35697557711609235,0.026456156099224606,3,11,0,0,0,0,1,58239.666666666664,9,-49620.666666666664,0,1,0,0
1,0.736701237872198,0.019070114898753703,2,22,4,0,0,0,1,10274.2,5,-3767.2000000000007,0,1,0,0
1,0.38106390097022413,0.019437318651618025,8,9,5,0,1,0,0,16787.875,8,-10175.875,0,0,0,0
1,0.06891937102709936,0.31204625200550073,5,18,0,0,0,0,1,36626.75,8,53655.25,0,1,0,0
0,0.904315824690532,0.02333317561057853,17,3,6,0,1,0,0,7532.8,5,193.19999999999982,0,0,0,0
0,0.6196052191368351,0.01979403086868622,18,12,1,0,1,0,0,47258.6,10,-40544.6,0,0,0,0
1,0.3121445299431248,0.783238610502398,16,7,3,0,0,0,1,49692.63636363636,11,175324.36363636365,0,0,0,1
1,0.9243894279023085,0.035594283777648124,6,21,3,0,1,0,0,10083.5,4,1148.5,0,0,0,0
1,0.4483104717296755,0.01333474199687289,17,5,1,0,1,0,0,40550.357142857145,14,-35683.357142857145,0,0,0,0
1,0.9257276681164269,0.006207492012706368,3,4,0,1,0,0,0,6724.25,4,-3895.25,0,1,0,0
1,0.5500167280026764,0.01862597321671781,19,3,6,0,1,0,0,23552.222222222223,9,-17172.222222222223,0,0,0,0
1,0.5697557711609234,0.021227874094156426,7,1,4,0,0,0,1,14081.5,6,-6957.5,0,0,0,0
1,0.8330545332887253,0.4426378952384479,23,1,4,0,0,0,1,49033.83,13,78590.17,0,1,0,0
1,0.5968551354968217,0.0021053015164221034,20,23,5,0,0,1,0,43416.0,5,-41760.0,0,0,0,0
1,0.4028103044496487,0.0244837473695534,10,25,0,0,0,0,1,45691.57142857143,7,-37636.57142857143,0,0,0,0
1,0.5841418534626965,0.08498493712719857,4,1,4,0,0,0,1,43579.75,4,-18224.75,0,1,0,0
1,0.20107059217129475,0.014593726292407704,16,4,0,0,0,1,0,69308.0,6,-64081.0,0,0,0,0
0,0.7995985279357645,0.010176789722239735,14,12,1,0,0,0,1,7319.375,8,-3355.375,0,0,0,0
1,0.3124790899966544,0.08121497859779155,18,21,3,1,0,0,0,54039.8,10,-29762.800000000003,0,0,0,0
1,0.6353295416527266,0.05339492284507089,18,2,5,0,0,0,1,73083.0,8,-56761.0,0,0,0,0
0,0.5048511207761793,0.015289664833550556,12,2,5,0,0,1,0,7467.625,8,-2041.625,0,0,0,0
1,0.42455670792907324,0.0133837024972548,14,21,3,0,0,0,1,72961.0,9,-68080.0,0,0,0,0
1,0.39979926396788223,0.5114693644182151,19,11,0,0,0,0,1,103418.85714285714,7,43887.142857142855,0,0,0,1
1,0.4426229508196721,0.03287347882785344,1,12,1,0,0,0,1,14219.4,5,-3765.3999999999996,0,1,0,0
1,0.04817664770826364,0.9498511933020356,11,20,2,0,0,0,1,67223.57142857143,7,205435.42857142858,1,0,0,1
1,0.7892271662763466,0.014611212185401241,21,13,2,0,0,0,1,10448.857142857143,7,-5216.857142857143,0,0,0,0
0,0.5520240883238541,0.011044090014719274,7,17,6,0,0,0,1,10274.2,5,-6062.200000000001,0,0,0,0
1,0.7400468384074941,0.012338046096241163,19,11,0,0,1,0,0,5406.5,4,-824.5,0,0,0,0
1,0.4349280695884911,0.6290619947997653,14,24,6,0,0,0,1,27673.0,9,153258.0,0,0,0,1
1,0.4014720642355303,0.8252921831518594,10,23,5,0,0,1,0,77992.85266666667,15,159049.14733333333,1,0,0,0
1,0.5098695215791235,0.009043703856258405,19,24,6,0,0,1,0,41547.25,8,-37907.25,0,0,0,0
0,0.08899297423887587,0.005119869468508239,9,12,1,0,0,0,1,35677.75,8,-33159.75,0,0,0,0
1,0.40849782535965207,0.015961123124502458,17,18,0,0,1,0,0,36642.8,10,-31024.800000000003,0,0,0,0
1,0.7457343593174974,0.15892578423967785,7,12,1,0,1,0,0,15471.833333333334,6,31026.166666666664,0,0,0,0
1,0.7159585145533623,0.009029715141863574,8,11,0,0,1,0,0,26077.5,10,-22441.5,0,0,0,0
0,0.3690197390431582,0.037213477468849836,23,4,0,0,1,0,0,16787.875,8,-5092.875,0,1,0,0
1,0.7985948477751756,0.022028727993260513,19,5,1,0,0,0,1,7152.142857142857,7,200.85714285714312,0,0,0,0
0,0.5189026430244229,0.011428779660577135,16,6,2,0,0,1,0,31840.85714285714,7,-27518.85714285714,0,0,0,0
1,0.6319839411174306,0.013397691211649632,4,10,6,1,0,0,0,47258.6,10,-42373.6,0,1,0,0
1,0.2151221144195383,0.01760829424449384,4,7,3,0,1,0,0,25844.583333333332,12,-19755.583333333332,0,1,0,0
1,0.8825694212111074,0.017475401457742942,8,19,1,0,0,1,0,12319.3,10,-6268.299999999999,0,0,0,0
1,0.40448310471729676,0.02429489972522318,8,13,2,0,1,0,0,6499.9,10,1501.1000000000004,0,0,0,0
1,0.7868852459016393,0.9926216875642322,18,5,1,0,0,0,1,64793.679000000004,10,220095.321,1,0,0,0
1,0.82903981264637,0.48662191047439607,3,4,0,0,0,0,1,38705.6,5,101495.4,0,1,0,0
1,0.7423887587822013,0.014016691823620916,10,11,0,1,0,0,0,26082.46153846154,13,-21020.46153846154,0,0,0,0
0,0.6858481097356975,0.03251326943218654,10,11,0,0,1,0,0,13713.833333333334,6,-3362.833333333334,0,0,0,0
1,0.3168283706925393,0.03248529200339687,17,19,1,0,0,1,0,56199.0,3,-45856.0,0,0,0,0
1,0.23051187688190028,0.05323754980812904,23,8,4,0,1,0,0,24769.0,11,-8492.0,0,1,0,0
1,0.8370692539310806,0.01263180909853262,1,2,5,0,0,1,0,28795.076923076922,13,-24129.076923076922,0,1,0,1
0,0.11241217798594848,0.4585745381127594,23,10,6,1,0,0,0,33075.230769230766,13,99105.76923076923,0,1,0,0
0,0.06992305118768818,0.1066184839388051,20,18,0,0,1,0,0,11304.2,10,20236.8,0,0,0,1
1,0.7430578788892606,0.027634705286989136,0,23,5,0,1,0,0,58948.421111111114,9,-49992.421111111114,0,1,0,0
1,0.6343258614921378,0.0145482629706245,20,16,5,0,1,0,0,15524.5,8,-10310.5,0,0,0,0
1,0.24355971896955503,0.014957432866673316,23,14,3,0,0,0,1,10437.0,7,-5106.0,0,1,0,0
1,0.6400133824021411,0.009089167178041608,16,4,0,0,1,0,0,33604.07692307692,13,-29951.076923076922,0,0,0,0
1,0.932418869187019,0.2147127772462649,20,3,6,0,0,1,0,46426.857142857145,7,16023.142857142855,0,0,0,0
1,0.7039143526262964,0.013645990892157886,5,6,2,0,0,0,1,58638.5,10,-53682.5,0,1,0,0
1,0.4844429575108732,0.8102053546770339,23,17,6,0,1,0,0,54212.09090909091,11,178515.9090909091,1,1,0,0
1,0.124790899966544,0.1076431572682265,13,3,6,0,1,0,0,43429.7,10,-11595.699999999997,0,0,0,0
1,0.5148879223820676,0.02502581005235311,6,18,0,0,0,0,1,42772.77777777778,9,-34562.77777777778,0,0,0,0
1,0.12980930076948813,0.01607303283966111,12,22,4,0,0,0,1,80186.44750000001,4,-74536.44750000001,0,0,0,0
1,0.9528270324523251,0.05035937182139251,5,5,1,0,1,0,0,8545.2,5,6908.799999999999,0,1,0,0
0,0.6517229842756774,0.0391649031269288,20,17,6,0,0,1,0,45836.39857142857,7,-33583.39857142857,0,0,0,0
0,0.03646704583472733,0.033044840579190125,0,11,0,0,1,0,0,30204.0,8,-19701.0,0,1,0,0
1,0.3877551020408163,0.03361138351218079,21,22,4,0,0,0,1,65169.0,5,-54504.0,0,0,0,0
1,0.44362663098026095,0.0016017077982081783,6,6,2,0,1,0,0,6555.0,3,-5043.0,0,0,0,0
0,0.46771495483439274,1.0,19,15,4,0,0,0,1,61685.848750000005,8,225312.94125000003,1,0,0,0
1,0.2261625961860154,0.689126037232572,12,21,3,0,0,0,1,55956.0,10,142150.0,0,0,0,0
1,0.8109735697557712,0.008714969067979871,14,15,4,0,0,0,1,45004.833333333336,6,-41458.833333333336,0,0,0,0
1,0.13047842087654735,0.024732047050061653,19,10,6,0,0,0,1,8179.428571428572,7,-53.42857142857156,0,0,0,0
1,0.25493476078956173,0.00794908695486286,3,19,1,0,0,1,0,92931.0,3,-89604.0,0,1,0,0
1,0.22515891602542656,0.0312892569226388,6,3,6,0,0,0,1,41547.25,8,-31546.25,0,0,0,1
1,0.7410505185680829,0.5663365994533419,11,12,1,0,0,0,1,79004.6,5,83990.4,0,0,0,1
1,0.8972900635664102,0.02307088721567544,15,2,5,1,0,0,0,45145.333333333336,9,-37494.333333333336,0,0,0,0
1,0.5125460020073603,0.040955458569467196,20,4,0,0,1,0,0,53172.2,15,-40407.2,0,0,0,0
1,0.4496487119437939,0.019346392008051622,9,24,6,1,0,0,0,49683.7,10,-43097.7,0,0,0,0
1,0.3834058213449314,0.01773419267404732,12,20,2,0,0,0,1,81315.1,10,-75190.1,0,0,0,1
1,0.40414854466376715,0.03760166429330641,12,3,6,1,0,0,0,84732.5,8,-72926.5,0,0,0,0
1,0.07661425225828035,0.018493080429966915,16,18,0,1,0,0,0,8677.5,6,-2335.5,0,0,0,0
1,0.506858481097357,0.0858032769192962,2,6,2,0,0,1,0,69636.0,9,-44047.0,0,1,0,0
1,0.3556373369019739,0.0057283785446833975,1,15,4,0,1,0,0,38030.0,7,-35338.0,0,1,0,0
1,0.43593174974907994,1.0,2,15,4,0,1,0,0,143044.1975,4,143954.59250000003,1,1,0,0
1,0.6978922716627635,0.017531356315322266,19,8,4,0,0,0,1,29839.333333333332,6,-23772.333333333332,0,0,0,0
1,0.06891937102709936,1.0,9,20,2,0,0,0,1,189992.758,5,97006.03200000004,1,0,0,0
1,0.42890598862495816,0.02432287715401284,7,13,2,0,0,0,1,27655.285714285714,7,-19646.285714285714,0,0,0,0
1,0.028772164603546337,0.051177711613490134,4,22,4,0,0,1,0,9000.0,2,6688.0,0,1,0,0
1,0.5045165607226497,0.060095517040195064,14,17,6,0,1,0,0,41953.75,8,-23715.75,0,0,0,0
1,0.5269320843091335,0.014002703109226081,9,21,3,1,0,0,0,4972.833333333333,6,85.16666666666697,0,0,0,0
1,0.23218467714954832,0.013890793394067433,4,14,3,0,1,0,0,18836.272727272728,11,-13810.272727272728,0,1,0,0
1,0.6463700234192037,0.027068162353998473,7,15,4,0,1,0,0,9771.4,5,-977.3999999999996,0,0,0,0
1,0.5403144864503178,0.794884215236095,21,12,1,0,0,0,1,60806.88888888889,9,167540.11111111112,1,0,0,0
1,0.08531281365005018,0.024508227619744354,20,10,6,0,1,0,0,58493.75,8,-50431.75,0,0,0,0
1,0.5189026430244229,0.05164283636711828,2,22,4,1,0,0,0,25177.11111111111,9,-9356.11111111111,0,1,0,0
1,0.8835731013716962,0.01719212999124761,5,12,1,0,0,0,1,14071.083333333334,12,-8101.083333333334,0,1,0,0
0,1.0,0.031037460063531842,14,4,0,0,1,0,0,56199.0,3,-46270.0,0,0,0,0
1,0.24757443961191034,0.018472097358374667,8,3,6,0,1,0,0,6197.857142857143,7,138.14285714285688,0,0,0,0
1,0.5209100033456006,0.016856400845771658,20,11,0,1,0,0,0,9372.0,5,-3498.0,0,0,0,0
0,0.47942455670792905,0.4604490258416668,2,15,4,0,0,1,0,59942.125,8,72774.875,0,1,0,1
1,0.4774171963867514,0.6000249208946943,16,2,5,0,0,0,1,98435.18181818182,11,74192.81818181818,0,0,0,0
1,0.4780863164938106,0.05882604120886412,1,5,1,0,1,0,0,20875.0,10,-3000.0,0,1,0,0
1,0.5051856808297089,0.01443985043406456,9,22,4,0,1,0,0,54716.833333333336,6,-49533.833333333336,0,0,0,0
1,0.04349280695884911,0.024455769940763736,7,21,3,0,1,0,0,6891.0,4,1156.0,0,0,0,0
1,0.5229173636667782,0.025914093416424894,13,14,3,1,0,0,0,40550.357142857145,14,-32086.357142857145,0,0,0,0
1,0.884576781532285,0.015405071727307915,16,7,3,1,0,0,0,6421.571428571428,7,-962.5714285714284,0,0,0,1
1,0.3402475744396119,0.2572839323283351,20,15,4,0,0,0,1,22743.5,8,51879.5,0,0,0,0
1,0.6912010705921713,0.029586130945068095,10,3,6,0,1,0,0,30426.571428571428,7,-20912.571428571428,0,0,0,0
1,0.27567748410839743,0.9088257911605943,21,19,1,0,1,0,0,53362.4,10,207565.6,1,0,0,1
1,0.18333890933422547,0.0322719641088757,19,10,6,0,0,0,1,59822.333333333336,6,-49540.333333333336,0,0,0,0
1,0.6095684175309468,0.014831534437119834,23,6,2,0,1,0,0,25092.083333333332,12,-19797.083333333332,0,1,0,0
1,0.20441619270659084,0.246991735712338,12,4,0,0,0,1,0,22236.25,4,49443.75,0,0,0,0
1,0.8645031783205085,0.6758227698430874,8,18,0,0,0,0,1,27332.555555555555,9,166969.44444444444,0,0,0,0
1,0.45901639344262296,0.022749146784594325,4,25,0,0,0,0,1,33396.2,10,-25837.199999999997,0,1,0,0
1,0.921378387420542,0.5441784758519292,11,16,5,0,1,0,0,29518.666666666668,9,127140.33333333333,0,0,0,0
1,0.39310806289729006,0.052992747306219494,2,18,0,0,1,0,0,18519.14285714286,7,-2312.1428571428587,0,1,0,0
1,0.7919036467045835,0.031026968527735718,14,5,1,0,1,0,0,53780.8,10,-43854.8,0,0,0,0
1,0.7039143526262964,0.793352451009861,7,14,3,0,1,0,0,60634.88888888889,9,167274.11111111112,1,0,0,1
1,0.2930746068919371,0.08877238154959914,1,8,4,0,1,0,0,22336.125,8,4101.875,0,1,0,0
1,0.046503847440615594,0.024906905979997045,1,4,0,1,0,0,0,5898.166666666667,6,2277.833333333333,0,1,0,0
1,0.343593174974908,0.6362172222127215,20,12,1,0,0,0,1,75602.57142857143,7,107374.42857142857,0,0,0,1
1,0.30210772833723654,0.041906691148315724,14,13,2,0,1,0,0,53059.0,9,-40022.0,0,0,0,0
1,0.37604550016728,0.08201932967549434,19,23,5,0,0,0,1,16975.166666666668,6,7531.833333333332,0,0,0,0
1,0.8337236533957845,0.0349577972726833,12,8,4,0,1,0,0,40039.583333333336,12,-28989.583333333336,0,0,0,0
1,0.8106390097022416,0.03335608947447512,10,25,0,0,1,0,0,8700.0,4,1892.0,0,0,0,0
1,0.20943459350953494,0.4782986254094715,13,5,1,0,1,0,0,54336.11111111111,9,83484.88888888889,0,0,0,0
1,0.19805955168952827,0.04694612550905368,18,18,0,0,0,0,1,27421.615384615383,13,-12943.615384615383,0,0,0,0
1,0.04918032786885246,0.9601538814538289,13,13,2,0,0,0,1,45529.0,7,230076.0,1,0,0,0
1,0.5720976915356306,0.03239436535983047,16,21,3,1,0,0,0,46833.098750000005,8,-36516.098750000005,0,0,0,0
1,0.44764135162261626,0.8417009451369964,9,19,1,0,0,1,0,86327.875,8,155406.125,1,0,0,0
1,0.9237203077952493,0.02035357944447947,2,4,0,1,0,0,0,46282.833333333336,6,-39408.833333333336,0,1,0,0
1,0.7731682837069254,0.6214975974907603,9,24,6,0,1,0,0,29107.6,10,149660.4,0,0,0,0
1,0.034794245567079295,0.047984787552869904,14,19,1,0,1,0,0,19165.555555555555,9,-4390.555555555555,0,0,0,0
1,0.6413516226162596,0.9095427127733293,12,5,1,0,0,1,0,76200.26666666666,15,184932.73333333334,1,0,0,0
1,0.3208430913348946,0.023112853358859937,16,6,2,0,1,0,0,13414.57142857143,7,-5751.571428571429,0,0,0,0
0,0.41686182669789223,0.3228910028400937,6,2,5,0,1,0,0,30327.5,8,63055.5,0,0,0,0
1,0.5289394446303112,0.022647728605231798,16,11,0,0,0,0,1,44187.833333333336,6,-36657.833333333336,0,0,0,0
1,0.594847775175644,0.9551074527358935,19,5,1,0,0,1,0,98435.18181818182,11,175726.81818181818,1,0,0,0
1,0.39243894279023084,0.011495226053952583,4,8,4,0,0,0,1,8238.6,10,-3897.6000000000004,0,1,0,0
0,0.6212780194044831,0.013254306889102611,8,6,2,0,1,0,0,27673.0,9,-22829.0,0,0,0,1
1,0.7617932418869187,0.03978390373890008,8,20,2,0,0,0,1,47258.6,10,-34828.6,0,0,0,0
1,0.8283706925393108,0.03626574206860002,22,8,4,0,0,1,0,36053.879,10,-24629.879,0,1,0,0
1,0.8972900635664102,0.01779364471022535,15,17,6,0,1,0,0,143044.1975,4,-136902.1975,0,0,0,0
0,0.7507527601204416,0.0073195948070954526,1,25,0,0,1,0,0,13072.777777777777,9,-9925.777777777777,0,1,0,0
0,0.6249581799933088,0.03539144741892307,21,10,6,0,1,0,0,6054.0,5,5120.0,0,0,0,1
1,0.5583807293409166,0.9844312952860584,9,13,2,0,1,0,0,32003.0,13,250544.0,1,0,0,0
1,0.5075276012044162,0.06738014006130344,15,2,5,1,0,0,0,12557.333333333334,3,7763.666666666666,0,0,0,0
0,0.8571428571428571,0.08694335714247495,22,21,3,0,1,0,0,67025.66666666667,9,-41110.66666666667,0,1,0,0
1,0.4657075945132151,0.02615889591833444,6,8,4,0,0,0,1,69660.85714285714,7,-61126.857142857145,0,0,0,0
1,0.18568082970893274,0.03973144605991946,8,16,5,0,1,0,0,53172.2,15,-40757.2,0,0,0,0
1,0.9113415858146537,0.10832510709497452,2,10,6,1,0,0,0,75602.57142857143,7,-43573.571428571435,0,1,0,0
1,0.5664101706256273,0.011124525122489553,16,15,4,0,1,0,0,108429.97,7,-104194.97,0,0,0,0
1,0.18869187019069922,0.022332982531348095,11,14,3,0,1,0,0,6634.5,8,805.5,0,0,0,0
1,0.25961860153897626,0.01028170508020097,18,12,1,0,1,0,0,25350.333333333332,6,-21356.333333333332,0,0,0,0
1,0.8029441284710606,0.015856207766541223,8,1,4,0,0,0,1,19105.583333333332,12,-13517.583333333332,0,0,0,0
1,0.688859150217464,0.03612935210325042,20,20,2,0,0,0,1,72805.42857142857,7,-61420.428571428565,0,0,0,0
1,0.40381398461023754,0.0360768944242698,12,21,3,0,1,0,0,72386.75,4,-61016.75,0,0,0,0
1,0.35362997658079626,0.008935291319698464,14,9,5,0,0,0,1,56170.36846153846,13,-52561.36846153846,0,0,0,0
1,0.33422549347607894,0.015279173297754436,23,21,3,0,0,1,0,23923.30769230769,13,-18500.30769230769,0,1,0,0
1,0.06724657075945131,0.014737110614954724,22,15,4,0,1,0,0,25662.2,5,-20394.2,0,1,0,0
1,0.9685513549682168,0.05373764634774426,20,6,2,0,0,0,1,48550.348750000005,8,-32130.348750000005,0,0,0,0
1,0.28471060555369687,0.019692612689323694,12,2,5,1,0,0,0,32003.0,13,-25318.0,0,0,0,0
1,0.7380394780863164,0.013817352643494568,22,12,1,1,0,0,0,54716.833333333336,6,-49711.833333333336,0,1,0,0
0,0.38608230177316827,0.029393786122139172,12,23,5,0,0,0,1,11304.2,10,-1845.2000000000007,0,0,0,0
