transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,timestamp,is_fraud,hour,day,weekday,channel_atm,channel_mobile,channel_pos,channel_web,avg_txn_per_customer,txns_count_per_customer,amt_deviation,high_amount_flag,is_night,is_weekend
TXN_200970,CUST_548,1,0.5720976915356306,0.03239436535983047,2025-08-21 16:58:39,0,16,21,3,1,0,0,0,46833.098750000005,8,-36516.098750000005,0,0,0
TXN_200971,CUST_549,1,0.830712612914018,0.5150329894102983,2025-08-20 11:43:47,0,11,20,2,1,0,0,0,56199.0,3,92126.0,0,0,0
TXN_200972,CUST_381,1,0.8551354968216794,0.0638270066050163,2025-08-14 07:58:37,0,7,14,3,0,0,0,1,9099.5,6,10205.5,0,0,0
TXN_200973,CUST_459,1,0.26229508196721313,0.029082537226854173,2025-08-20 22:12:51,0,22,20,2,0,1,0,0,22606.571428571428,7,-13236.571428571428,0,1,0
TXN_200974,CUST_300,0,0.0742723318835731,0.00800853899104089,2025-08-19 01:55:59,0,1,19,1,0,0,0,1,50731.98090909091,11,-47387.98090909091,0,1,0
TXN_200975,CUST_685,1,0.5252592840414855,0.8734273493844738,2025-08-07 05:28:48,1,5,7,3,0,1,0,0,56187.625,8,194618.375,1,1,0
TXN_200976,CUST_135,1,0.9444630311140849,0.03640912639114704,2025-08-22 16:22:24,0,16,22,4,0,0,0,1,27421.615384615383,13,-15956.615384615383,0,0,0
TXN_200977,CUST_461,1,0.4807627969220475,0.010054388471284963,2025-08-11 13:05:48,0,13,11,0,0,1,0,0,40738.4,5,-36809.4,0,0,0
TXN_200978,CUST_438,0,0.6229508196721312,0.04010914134857991,2025-08-19 14:08:52,0,14,19,1,0,0,0,1,60253.0,13,-47730.0,0,0,0
TXN_200979,CUST_293,1,0.7785212445633991,0.015153274868200953,2025-08-25 22:36:42,0,22,25,0,0,1,0,0,51131.555555555555,9,-45744.555555555555,0,1,0
TXN_200980,CUST_125,1,0.0548678487788558,0.08048756544926032,2025-08-02 01:39:42,0,1,2,5,0,0,0,1,21229.571428571428,7,2839.4285714285725,0,1,0
TXN_200981,CUST_365,1,0.34593509534961525,0.02056341016040194,2025-08-10 21:35:22,0,21,10,6,0,0,0,1,27753.222222222223,9,-20819.222222222223,0,0,0
TXN_200982,CUST_467,1,0.899966543994647,0.769641580110622,2025-08-22 15:23:11,0,15,22,4,0,0,0,1,58716.625,8,162412.375,0,0,0
TXN_200983,CUST_349,1,0.40816326530612246,0.056997016801739936,2025-08-10 07:02:45,0,7,10,6,0,0,0,1,32558.315833333338,12,-15206.315833333338,0,0,0
TXN_200984,CUST_134,1,0.10639009702241552,0.010040399756890132,2025-08-01 07:54:44,0,7,1,4,0,1,0,0,29221.81818181818,11,-25296.81818181818,0,0,0
TXN_200985,CUST_325,1,0.19805955168952827,0.011058078729114105,2025-08-03 06:54:44,0,6,3,6,0,1,0,0,10083.5,4,-5867.5,0,0,0
TXN_200986,CUST_132,1,0.04081632653061225,0.017122186419273454,2025-08-24 01:31:24,0,1,24,6,0,1,0,0,8238.6,10,-2288.6000000000004,0,1,0
TXN_200987,CUST_128,1,0.6915356306457009,0.07945939494124023,2025-08-24 00:59:53,0,0,24,6,0,0,1,0,98435.18181818182,11,-74660.18181818182,0,1,0
TXN_200988,CUST_126,1,0.21311475409836064,0.024462764297961154,2025-08-05 13:58:33,0,13,5,1,1,0,0,0,45004.833333333336,6,-36955.833333333336,0,0,0
TXN_200989,CUST_415,0,0.3014386082301773,0.0023990645187135593,2025-08-21 11:51:07,0,11,21,3,0,0,0,1,10882.333333333334,3,-9142.333333333334,0,0,0
TXN_200990,CUST_663,1,0.3288725326196052,0.02798442314685992,2025-08-10 00:10:22,0,0,10,6,0,0,1,0,26311.555555555555,9,-17255.555555555555,0,1,0
TXN_200991,CUST_633,1,0.1602542656406825,0.011460254267965504,2025-08-25 00:34:22,0,0,25,0,0,0,1,0,9133.4,10,-4802.4,0,1,0
TXN_200992,CUST_278,1,0.1917029106724657,0.015181252296990615,2025-08-19 15:35:52,0,15,19,1,0,0,0,1,49683.7,10,-44288.7,0,0,0
TXN_200993,CUST_414,1,0.6560722649715623,0.5601990510126098,2025-08-02 16:54:51,0,16,2,5,0,0,0,1,69636.0,9,91604.0,0,0,0
TXN_200994,CUST_216,1,0.21813315490130478,0.01790905160398271,2025-08-10 23:36:05,0,23,10,6,0,0,0,1,31978.923076923078,13,-25803.923076923078,0,1,0
TXN_200995,CUST_634,1,0.7805286048845768,0.01421603100374726,2025-08-17 08:42:30,1,8,17,6,0,0,0,1,9109.777777777777,9,-3990.7777777777774,0,0,0
TXN_200996,CUST_253,1,0.5697557711609234,0.021227874094156426,2025-08-01 07:44:40,0,7,1,4,0,0,0,1,14081.5,6,-6957.5,0,0,0
TXN_200997,CUST_650,0,0.028772164603546337,0.8285550507844538,2025-08-02 13:13:49,0,13,2,5,0,0,0,1,54336.11111111111,9,183638.88888888888,1,0,0
TXN_200998,CUST_421,1,0.921378387420542,0.10128178939717698,2025-08-16 04:07:35,0,4,16,5,0,0,0,1,41133.22222222222,9,-11118.222222222219,0,1,0
TXN_200999,CUST_188,1,0.11207761793241887,0.046701323007144135,2025-08-11 06:31:39,0,6,11,0,0,1,0,0,45374.598750000005,8,-30966.598750000005,0,0,0
TXN_201000,CUST_474,0,0.21712947474071595,0.01071535522644074,2025-08-02 08:09:24,0,8,2,5,0,1,0,0,25177.11111111111,9,-21059.11111111111,0,0,0
TXN_201001,CUST_481,1,0.7467380394780863,0.014768585222343093,2025-08-06 17:34:14,0,17,6,2,0,0,0,1,19165.555555555555,9,-13888.555555555555,0,0,0
TXN_201002,CUST_243,1,0.9039812646370023,0.9735340867724849,2025-08-12 07:06:20,1,7,12,1,0,0,0,1,55236.857142857145,7,224194.14285714284,1,0,0
TXN_201003,CUST_313,0,0.6209434593509535,0.03262517914734519,2025-08-25 00:52:03,1,0,25,0,0,1,0,0,47258.6,10,-36875.6,0,1,0
TXN_201004,CUST_194,1,0.22047507527601204,0.007977064383652522,2025-08-09 17:11:46,0,17,9,5,0,1,0,0,50703.09090909091,11,-47368.09090909091,0,0,0
TXN_201005,CUST_287,1,0.6252927400468384,0.3164422055040765,2025-08-05 00:39:03,0,0,5,1,0,1,0,0,32843.166666666664,6,58695.833333333336,0,1,0
TXN_201006,CUST_506,1,0.853797256607561,0.009281512000970535,2025-08-11 19:17:07,0,19,11,0,1,0,0,0,15481.833333333334,12,-11773.833333333334,0,0,0
TXN_201007,CUST_211,1,0.16159250585480092,0.006913922089645347,2025-08-25 12:19:19,0,12,25,0,0,0,1,0,62081.77777777778,9,-59050.77777777778,0,0,0
TXN_201008,CUST_738,1,0.9207092673134828,0.09571078388943544,2025-08-10 06:10:01,0,6,10,6,0,0,0,1,14278.0,6,14144.0,0,0,0
TXN_201009,CUST_139,1,0.297423887587822,0.19263159157402376,2025-08-05 07:45:52,0,7,5,1,0,1,0,0,30341.85714285714,7,25794.14285714286,0,0,0
TXN_201010,CUST_435,1,0.7259953161592506,0.007693792917157189,2025-08-05 22:20:06,0,22,5,1,0,1,0,0,73504.42857142857,7,-70250.42857142857,0,1,0
TXN_201011,CUST_243,0,0.3292070926731348,0.09591362024816048,2025-08-06 18:55:30,0,18,6,2,0,0,0,1,55236.857142857145,7,-26756.857142857145,0,0,0
TXN_201012,CUST_437,1,0.405152224824356,0.04021055952794243,2025-08-07 16:51:53,0,16,7,3,0,1,0,0,27560.2,10,-15008.2,0,0,0
TXN_201013,CUST_673,1,0.9421211107393777,0.09993187845807577,2025-08-17 22:10:48,0,22,17,6,1,0,0,0,22365.88888888889,9,7263.1111111111095,0,1,0
TXN_201014,CUST_635,1,0.8665105386416861,0.005263253791055259,2025-08-14 01:15:42,0,1,14,3,0,1,0,0,54039.8,10,-51480.8,0,1,0
TXN_201015,CUST_460,1,0.3593174974907996,0.025833658308654615,2025-08-04 22:07:00,0,22,4,0,0,1,0,0,48440.72727272727,11,-39999.72727272727,0,1,0
TXN_201016,CUST_785,0,0.09367681498829039,0.8468278089627022,2025-08-03 04:34:53,0,4,3,6,0,0,0,1,53213.57142857143,7,189986.42857142858,1,1,0
TXN_201017,CUST_316,0,0.9859484777517564,0.3064472690689695,2025-08-22 22:15:54,1,22,22,4,0,1,0,0,47454.857142857145,7,41226.142857142855,0,1,0
TXN_201018,CUST_571,0,0.665774506523921,0.02518668026789367,2025-08-17 18:48:09,0,18,17,6,0,0,1,0,13414.57142857143,7,-5158.571428571429,0,0,0
TXN_201019,CUST_135,1,0.4228839076614252,0.026284794347887924,2025-08-11 15:54:33,0,15,11,0,0,0,1,0,27421.615384615383,13,-18851.615384615383,0,0,0
TXN_201020,CUST_704,1,0.017062562730010035,0.781801270098329,2025-08-02 19:13:54,0,19,2,5,1,0,0,0,55685.4,5,168920.6,0,0,0
TXN_201021,CUST_424,1,0.0859819337571094,0.01668154191583627,2025-08-09 09:57:12,1,9,9,5,0,1,0,0,8007.625,8,-2183.625,0,0,0
TXN_201022,CUST_566,1,0.7822014051522248,0.02256729349746152,2025-08-09 13:14:11,0,13,9,5,0,0,0,1,38947.0,7,-31440.0,0,0,0
TXN_201023,CUST_131,1,0.46436935429909665,0.8834887322129561,2025-08-23 12:06:24,0,12,23,5,0,0,1,0,99300.83333333333,6,154382.1666666667,1,0,0
TXN_201024,CUST_539,1,0.3074606891937103,0.025627324771330853,2025-08-11 13:20:46,0,13,11,0,0,1,0,0,9373.2,5,-991.2000000000007,0,0,0
TXN_201025,CUST_247,0,0.9143526262964202,0.04330556258779885,2025-08-03 10:25:38,1,10,3,6,1,0,0,0,61685.848750000005,8,-48248.848750000005,0,0,0
TXN_201026,CUST_715,1,0.40046838407494145,0.017366988921182998,2025-08-07 23:47:11,0,23,7,3,0,0,0,1,18226.909090909092,11,-12206.909090909092,0,1,0
TXN_201027,CUST_781,1,0.030779524924723984,0.021007551842437834,2025-08-08 05:51:33,0,5,8,4,0,1,0,0,61965.529411764706,17,-54904.529411764706,0,1,0
TXN_201028,CUST_524,0,0.05888256942121111,0.012159689987707067,2025-08-21 02:13:01,0,2,21,3,1,0,0,0,38030.0,7,-33499.0,0,1,0
TXN_201029,CUST_148,1,0.5520240883238541,0.033184727723138435,2025-08-05 14:16:24,0,14,5,1,0,0,0,1,57929.857142857145,7,-47386.857142857145,0,0,0
TXN_201030,CUST_149,0,0.45500167280026765,0.7985737386577317,2025-08-08 14:39:30,0,14,8,4,1,0,0,0,69180.36363636363,11,160221.63636363635,1,0,0
TXN_201031,CUST_212,1,0.2345265975242556,0.01678995445239621,2025-08-20 20:43:57,0,20,20,2,0,1,0,0,11792.3,10,-5937.299999999999,0,0,0
TXN_201032,CUST_471,1,0.6493810639009702,0.06711785166640036,2025-08-25 13:57:04,0,13,25,0,0,0,0,1,35167.125,8,-14921.125,0,0,0
TXN_201033,CUST_109,1,0.6343258614921378,0.0145482629706245,2025-08-16 20:48:10,0,20,16,5,0,1,0,0,15524.5,8,-10310.5,0,0,0
TXN_201034,CUST_749,1,0.5821344931415189,0.8872307133135735,2025-08-18 05:04:05,1,5,18,0,0,0,1,0,70972.08777777778,9,183780.91222222222,1,1,0
TXN_201035,CUST_672,1,0.8912679826028772,0.012736724456493854,2025-08-07 15:29:20,0,15,7,3,0,0,1,0,112348.63166666667,6,-107652.63166666667,0,0,0
TXN_201036,CUST_627,1,0.23586483773837402,0.030782166025826167,2025-08-12 02:30:40,0,2,12,1,0,0,0,1,80186.44750000001,4,-70330.44750000001,0,1,0
TXN_201037,CUST_600,1,0.40347942455670793,0.06994007479555756,2025-08-15 14:25:16,1,14,15,4,0,1,0,0,83083.2,5,-62030.2,0,0,0
TXN_201038,CUST_500,0,0.3650050184008029,0.02702619621081398,2025-08-11 18:30:27,1,18,11,0,0,1,0,0,31869.14285714286,7,-23087.14285714286,0,0,0
TXN_201039,CUST_794,1,0.44730679156908665,0.0069768713044220864,2025-08-10 12:10:42,0,12,10,6,0,1,0,0,70839.95800000001,5,-67790.95800000001,0,0,0
TXN_201040,CUST_630,1,0.6169287387085982,0.007092278198179445,2025-08-20 06:26:33,0,6,20,2,0,0,0,1,93592.75,8,-90510.75,0,0,0
TXN_201041,CUST_166,1,0.5011709601873536,0.003951811816539828,2025-08-16 23:15:14,0,23,16,5,0,1,0,0,10553.818181818182,11,-8369.818181818182,0,1,0
TXN_201042,CUST_193,1,0.8052860488457678,0.0773401047104233,2025-08-18 16:46:08,0,16,18,0,0,1,0,0,21376.666666666668,6,1792.3333333333321,0,0,0
TXN_201043,CUST_493,0,0.3405821344931415,0.03186279421282689,2025-08-23 22:02:51,0,22,23,5,0,0,0,1,6905.8,5,3259.2,0,1,0
TXN_201044,CUST_265,1,0.8169956507193041,0.04945010538572848,2025-08-15 08:32:37,1,8,15,4,0,1,0,0,23923.30769230769,13,-8729.307692307691,0,0,0
TXN_201045,CUST_380,1,0.7872198059551689,0.04704754368841621,2025-08-11 16:28:15,0,16,11,0,0,0,0,1,16787.875,8,-2280.875,0,0,0
TXN_201046,CUST_509,1,0.5245901639344263,0.11235035966208722,2025-08-09 19:16:26,0,19,9,5,0,0,0,1,10994.2,5,22185.8,0,0,0
TXN_201047,CUST_413,1,0.27233188357310134,0.012229633559681222,2025-08-12 21:25:23,0,21,12,1,0,1,0,0,9516.777777777777,9,-4965.777777777777,0,0,0
TXN_201048,CUST_479,1,0.9926396788223486,0.02802638929004441,2025-08-23 10:23:39,0,10,23,5,0,0,1,0,55158.348750000005,8,-46090.348750000005,0,0,0
TXN_201049,CUST_240,0,0.579458012713282,0.025382522269421306,2025-08-06 20:39:10,0,20,6,2,0,1,0,0,33396.2,10,-25084.199999999997,0,0,0
TXN_201050,CUST_755,0,0.4064904650384744,0.025022312873754404,2025-08-16 09:06:00,0,9,16,5,0,1,0,0,28273.0,6,-20064.0,0,0,0
TXN_201051,CUST_572,0,0.2823686851789896,0.009746636754598675,2025-08-22 23:56:34,0,23,22,4,0,0,0,1,100604.81818181818,11,-96763.81818181818,0,1,0
TXN_201052,CUST_708,1,0.6370023419203746,0.01805243592652973,2025-08-07 02:50:26,0,2,7,3,1,0,0,0,6863.25,4,-647.25,0,1,0
TXN_201053,CUST_209,1,0.03947808631649381,0.024885922908404797,2025-08-12 02:59:02,0,2,12,1,0,1,0,0,47269.4,5,-39099.4,0,1,0
TXN_201054,CUST_579,1,0.9913014386082302,1.0,2025-08-14 19:34:18,0,19,14,3,0,0,0,1,81862.84875,8,205135.94125000003,1,0,0
TXN_201055,CUST_374,1,0.1997323519571763,0.01904213746996404,2025-08-25 16:21:05,0,16,25,0,0,1,0,0,58370.71428571428,7,-51871.71428571428,0,0,0
TXN_201056,CUST_469,1,0.7902308464369354,0.021210388201162885,2025-08-23 21:35:07,0,21,23,5,0,1,0,0,9991.0,6,-2872.0,0,0,0
TXN_201057,CUST_147,1,0.05252592840414855,0.036097877495862046,2025-08-02 07:07:33,0,7,2,5,0,0,1,0,47652.5,6,-36276.5,0,0,0
TXN_201058,CUST_779,1,0.37437269989963196,0.00911714460683127,2025-08-01 18:08:50,0,18,1,4,0,0,1,0,51427.28571428572,7,-47766.28571428572,0,0,0
TXN_201059,CUST_304,1,0.30980260956841754,0.02632326331247371,2025-08-07 18:32:40,0,18,7,3,0,0,1,0,54922.875,8,-46341.875,0,0,0
TXN_201060,CUST_447,0,0.31649381063900967,0.0611866367629919,2025-08-13 04:01:59,0,4,13,2,0,1,0,0,60634.88888888889,9,-42084.88888888889,0,1,0
TXN_201061,CUST_758,1,0.9929742388758782,0.9414719533795317,2025-08-16 17:25:31,0,17,16,5,0,0,1,0,77380.2,5,192882.8,1,0,0
TXN_201062,CUST_102,1,0.06858481097356975,0.01154418655433449,2025-08-16 22:27:34,0,22,16,5,0,1,0,0,21829.375,8,-17474.375,0,1,0
TXN_201063,CUST_305,0,0.825694212111074,0.7427692597581511,2025-08-01 02:12:45,1,2,1,4,1,0,0,0,33602.0,10,179843.0,0,1,0
TXN_201064,CUST_670,1,0.0859819337571094,0.9181912354479338,2025-08-17 01:58:58,1,1,17,6,0,0,0,1,81410.0,10,182196.0,1,1,0
TXN_201065,CUST_761,1,0.4968216794914687,0.004931021824178016,2025-08-11 18:07:47,0,18,11,0,0,0,0,1,8639.333333333334,3,-6175.333333333334,0,0,0
TXN_201066,CUST_526,1,0.47975911676145866,0.21835334016751973,2025-08-16 02:14:39,0,2,16,5,0,0,0,1,53278.11111111111,9,10212.88888888889,0,1,0
TXN_201067,CUST_367,1,0.04851120776179325,0.02125585152294609,2025-08-10 00:45:45,0,0,10,6,0,1,0,0,39486.42857142857,7,-32354.428571428572,0,1,0
TXN_201068,CUST_474,1,0.7189695550351288,0.02534405330483552,2025-08-03 19:12:43,0,19,3,6,0,1,0,0,25177.11111111111,9,-16876.11111111111,0,0,0
TXN_201069,CUST_282,1,0.5526932084309133,0.023224763074018585,2025-08-02 02:42:20,0,2,2,5,0,1,0,0,6891.0,4,804.0,0,1,0
TXN_201070,CUST_224,1,0.34560053529608564,0.011190971515865001,2025-08-16 09:48:13,0,9,16,5,0,0,1,0,16975.166666666668,6,-12721.166666666668,0,0,0
TXN_201071,CUST_145,1,0.9394446303111408,0.04253968047468184,2025-08-23 18:44:26,0,18,23,5,0,1,0,0,35703.0,6,-22485.0,0,0,0
TXN_201072,CUST_460,1,0.05921712947474072,0.77871326139567,2025-08-12 03:31:15,0,3,12,1,0,1,0,0,48440.72727272727,11,175282.27272727274,0,1,0
TXN_201073,CUST_103,1,0.5530277684844429,0.022598768104849887,2025-08-06 22:12:57,0,22,6,2,0,1,0,0,21437.8,10,-13921.8,0,1,0
TXN_201074,CUST_583,1,0.3834058213449314,0.01773419267404732,2025-08-20 12:23:38,1,12,20,2,0,0,0,1,81315.1,10,-75190.1,0,0,0
TXN_201075,CUST_670,1,0.7126129140180663,0.029093028762650297,2025-08-06 01:31:11,0,1,6,2,0,0,0,1,81410.0,10,-72037.0,0,1,0
TXN_201076,CUST_770,1,0.20943459350953494,0.037405822291778766,2025-08-04 14:54:19,0,14,4,0,0,1,0,0,28513.0,7,-16763.0,0,0,0
TXN_201077,CUST_407,1,0.5975242556038809,0.06137898158592083,2025-08-03 16:52:58,0,16,3,6,0,0,0,1,31373.909090909092,11,-12768.909090909092,0,0,0
TXN_201078,CUST_402,1,0.10639009702241552,0.7380410742926982,2025-08-08 17:12:54,0,17,8,4,0,0,1,0,56170.36846153846,13,155922.63153846154,0,0,0
TXN_201079,CUST_289,1,0.7862161257945801,0.03594749881611761,2025-08-16 20:33:27,0,20,16,5,0,0,0,1,10137.666666666666,6,1195.333333333334,0,0,0
TXN_201080,CUST_294,1,0.14018066242890598,0.02205320824345147,2025-08-13 13:27:50,0,13,13,2,0,0,0,1,25844.583333333332,12,-18484.583333333332,0,0,0
TXN_201081,CUST_719,1,0.9411174305787888,0.6666776478074665,2025-08-03 13:16:57,0,13,3,6,0,1,0,0,38628.8,10,153058.2,0,0,0
TXN_201082,CUST_739,1,0.8972900635664102,0.02307088721567544,2025-08-02 15:45:30,0,15,2,5,1,0,0,0,45145.333333333336,9,-37494.333333333336,0,0,0
TXN_201083,CUST_260,1,0.8715289394446303,0.4120690571071429,2025-08-14 12:34:25,0,12,14,3,0,1,0,0,58493.75,8,60389.25,0,0,0
TXN_201084,CUST_330,1,0.7815322850451656,0.07721070910227111,2025-08-03 09:52:06,0,9,3,6,0,1,0,0,12319.3,10,10812.7,0,0,0
TXN_201085,CUST_727,1,0.7393777183004349,0.038594863015339424,2025-08-16 15:37:52,0,15,16,5,0,1,0,0,39097.88888888889,9,-27007.88888888889,0,0,0
TXN_201086,CUST_254,1,0.7731682837069254,0.6214975974907603,2025-08-24 09:55:25,0,9,24,6,0,1,0,0,29107.6,10,149660.4,0,0,0
TXN_201087,CUST_370,1,0.6835061893609903,0.02557136991375153,2025-08-24 06:06:09,0,6,24,6,0,0,1,0,49692.63636363636,11,-41326.63636363636,0,0,0
TXN_201088,CUST_235,1,0.6383405821344931,0.020524941195816153,2025-08-22 23:17:39,0,23,22,4,0,1,0,0,22593.5,14,-15670.5,0,1,0
TXN_201089,CUST_490,1,0.37470725995316156,0.019311420222064543,2025-08-24 02:26:55,0,2,24,6,0,0,1,0,7319.375,8,-743.375,0,1,0
TXN_201090,CUST_627,1,0.43158246905319503,0.06010600857599118,2025-08-25 15:52:07,0,15,25,0,0,0,1,0,80186.44750000001,4,-61945.44750000001,0,0,0
TXN_201091,CUST_402,1,0.35296085647373704,0.02833763818532941,2025-08-16 09:30:50,0,9,16,5,0,1,0,0,56170.36846153846,13,-47013.36846153846,0,0,0
TXN_201092,CUST_694,1,0.805955168952827,0.02644566456342848,2025-08-24 14:55:20,0,14,24,6,0,0,0,1,65843.25,4,-57227.25,0,0,0
TXN_201093,CUST_394,1,0.25493476078956173,0.00794908695486286,2025-08-19 03:32:16,0,3,19,1,0,0,1,0,92931.0,3,-89604.0,0,1,0
TXN_201094,CUST_406,1,0.3402475744396119,0.04711399008179166,2025-08-06 14:13:34,0,14,6,2,0,0,0,1,50837.232500000006,12,-36311.232500000006,0,0,0
TXN_201095,CUST_220,1,0.22181331549013047,0.5659344239144906,2025-08-17 08:44:52,1,8,17,6,0,0,0,1,57736.666666666664,3,105143.33333333334,0,0,0
TXN_201096,CUST_757,0,0.24757443961191034,0.06533778775965808,2025-08-11 00:43:42,0,0,11,0,0,0,0,1,11153.0,4,8584.0,0,1,0
TXN_201097,CUST_349,1,0.1840080294412847,0.02478800190764098,2025-08-09 20:07:12,0,20,9,5,0,0,1,0,32558.315833333338,12,-24416.315833333338,0,0,0
TXN_201098,CUST_403,0,0.5911676145868183,0.028208242577177217,2025-08-19 07:10:47,0,7,19,1,0,0,1,0,6961.5,8,2158.5,0,0,0
TXN_201099,CUST_596,1,0.9729006356641017,0.04144156639468759,2025-08-10 04:56:39,0,4,10,6,0,1,0,0,24769.0,11,-11865.0,0,1,0
TXN_201100,CUST_526,1,0.6209434593509535,0.04514158135212045,2025-08-08 15:29:44,0,15,8,4,0,1,0,0,53278.11111111111,9,-39316.11111111111,0,0,0
TXN_201101,CUST_397,1,0.46771495483439274,0.0174579155647494,2025-08-15 17:40:05,0,17,15,4,0,0,0,1,19327.666666666668,6,-13281.666666666668,0,0,0
TXN_201102,CUST_146,1,0.41820006691201067,0.03597897342350598,2025-08-21 02:31:29,0,2,21,3,0,1,0,0,11214.0,3,128.0,0,1,0
TXN_201103,CUST_546,1,0.9815991970558715,0.019580702974165046,2025-08-25 07:35:51,0,7,25,0,0,0,1,0,35536.454545454544,11,-28883.454545454544,0,0,0
TXN_201104,CUST_683,1,0.5229173636667782,0.025914093416424894,2025-08-14 13:01:48,0,13,14,3,1,0,0,0,40550.357142857145,14,-32086.357142857145,0,0,0
TXN_201105,CUST_593,1,0.5416527266644362,0.012526893740571386,2025-08-20 01:03:16,0,1,20,2,0,1,0,0,56916.545454545456,11,-52280.545454545456,0,1,0
TXN_201106,CUST_109,0,0.07259953161592506,0.025735737307890794,2025-08-08 03:23:33,1,3,8,4,0,0,0,1,15524.5,8,-7111.5,0,1,0
TXN_201107,CUST_236,0,0.6507193041150886,0.032278958466073114,2025-08-09 13:43:08,1,13,9,5,1,0,0,0,15854.75,8,-5570.75,0,0,0
TXN_201108,CUST_125,1,0.021411843425894948,0.03894807805380891,2025-08-02 07:16:46,0,7,2,5,0,0,1,0,21229.571428571428,7,-9038.571428571428,0,0,0
TXN_201109,CUST_245,1,0.4519906323185012,0.015761783944376113,2025-08-05 16:19:35,0,16,5,1,0,1,0,0,36744.71428571428,7,-31183.714285714283,0,0,0
TXN_201110,CUST_382,1,0.9802609568417531,0.014667167042980569,2025-08-02 07:19:32,0,7,2,5,0,0,0,1,25764.375,8,-20516.375,0,0,0
TXN_201111,CUST_685,1,0.2776848444295751,0.5479519315599349,2025-08-25 00:51:09,1,0,25,0,0,1,0,0,56187.625,8,101550.375,0,1,0
TXN_201112,CUST_132,1,0.6206088992974239,0.003983286423928199,2025-08-03 12:58:28,0,12,3,6,0,1,0,0,8238.6,10,-6045.6,0,0,0
TXN_201113,CUST_276,1,0.04550016728002677,0.49117523700991367,2025-08-17 08:12:22,0,8,17,6,0,1,0,0,33175.454545454544,11,108327.54545454546,0,0,0
TXN_201114,CUST_777,1,0.7808631649381064,0.028697847580996312,2025-08-08 09:59:50,0,9,8,4,1,0,0,0,96639.0,4,-87379.0,0,0,0
TXN_201115,CUST_485,1,0.5399799263967882,0.024980346730569907,2025-08-04 13:21:14,0,13,4,0,0,0,1,0,49492.0,9,-41295.0,0,0,0
TXN_201116,CUST_187,1,0.13884242221478754,0.03649305867751603,2025-08-13 02:21:22,0,2,13,2,1,0,0,0,9188.2,10,2300.7999999999993,0,1,0
TXN_201117,CUST_527,1,0.9832719973235196,0.009638224218038734,2025-08-05 12:05:33,0,12,5,1,0,0,0,1,57010.4,5,-53200.4,0,0,0
TXN_201118,CUST_528,1,0.1411843425894948,0.026204359240117645,2025-08-17 16:38:26,0,16,17,6,0,1,0,0,12012.0,4,-3465.0,0,0,0
TXN_201119,CUST_512,0,0.3623285379725661,0.62877872333327,2025-08-14 22:22:23,0,22,14,3,0,0,0,1,33487.7,10,147362.3,0,1,0
TXN_201120,CUST_796,1,0.9946470391435263,0.022385440210328712,2025-08-24 06:13:19,0,6,24,6,0,0,0,1,35677.75,8,-28222.75,0,0,0
TXN_201121,CUST_161,1,0.571763131482101,0.0023570983755290655,2025-08-19 09:19:20,0,9,19,1,0,1,0,0,10300.142857142857,7,-8572.142857142857,0,0,0
TXN_201122,CUST_585,1,0.761458681833389,0.022598768104849887,2025-08-25 07:08:03,0,7,25,0,0,1,0,0,11784.5,8,-4268.5,0,0,0
TXN_201123,CUST_316,1,0.7544329207092673,0.038573879943747176,2025-08-09 19:25:17,0,19,9,5,0,0,0,1,47454.857142857145,7,-35370.857142857145,0,0,0
TXN_201124,CUST_764,0,0.4386082301773168,0.023014932358096117,2025-08-09 08:42:08,0,8,9,5,0,1,0,0,37486.9,10,-29851.9,0,0,0
TXN_201125,CUST_166,1,0.8946135831381733,0.061340512621335046,2025-08-11 06:04:38,0,6,11,0,0,0,0,1,10553.818181818182,11,8040.181818181818,0,0,0
TXN_201126,CUST_284,1,0.2355302776848444,0.03351695969001568,2025-08-01 17:34:46,0,17,1,4,0,1,0,0,77992.85266666667,15,-67354.85266666667,0,0,0
TXN_201127,CUST_191,1,0.6754767480762797,0.03467802298478667,2025-08-18 01:00:16,0,1,18,0,0,0,0,1,10274.2,5,695.7999999999993,0,1,0
TXN_201128,CUST_327,1,0.24422883907661425,0.03374077912033298,2025-08-04 11:01:13,1,11,4,0,1,0,0,0,32003.0,13,-21301.0,0,0,0
TXN_201129,CUST_275,1,0.3328872532619605,0.02747033789284987,2025-08-19 16:39:19,0,16,19,1,0,1,0,0,8019.8,5,889.1999999999998,0,0,0
TXN_201130,CUST_540,1,0.4780863164938106,0.05882604120886412,2025-08-05 01:17:42,0,1,5,1,0,1,0,0,20875.0,10,-3000.0,0,1,0
TXN_201131,CUST_157,0,0.320508531281365,0.03350996533281826,2025-08-05 23:56:10,1,23,5,1,0,0,0,1,53172.2,15,-42536.2,0,1,0
TXN_201132,CUST_742,1,0.7453997992639678,0.04245225100971414,2025-08-14 07:16:15,0,7,14,3,0,0,0,1,79113.375,8,-65920.375,0,0,0
TXN_201133,CUST_279,1,0.038808966209434595,0.025739234486489505,2025-08-01 05:43:19,0,5,1,4,0,0,0,1,45930.0,9,-37516.0,0,1,0
TXN_201134,CUST_136,1,0.01137504182000669,0.0069069277324479315,2025-08-18 12:07:20,0,12,18,0,0,1,0,0,45590.0,12,-42561.0,0,0,0
